label,text,char_count,word_count,clean_text,target
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",161,30,hack chat get backdoor entry chat room fraction cost reply neo call subscribe p pm dp bcm box ldn wc n xx,1
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",156,23,hi night ur lucky night uve invited xchat uk wildest chat txt chat pmsgrcvdhgsuite landsroww j hl ldn yr,1
ham,Lol ok your forgiven :),23,5,lol ok forgiven,0
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",107,22,depends quality want type sent boye faded glory want ralphs maybe,0
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",142,29,mum ive sent many many message since got want know actually getting enjoy rest day,0
ham,\Keep ur problems in ur heart,29,6,keep ur problem ur heart,0
ham,Now press conference da:),25,4,press conference da,0
ham,How much you got for cleaning,29,6,much got cleaning,0
ham,Buy one egg for me da..please:),31,6,buy one egg daplease,0
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,87,16,ltgt buck bank fee fixed better call bank find,0
ham,";-( oh well, c u later",22,6,oh well c u later,0
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,75,16,dont know support as srt thnk think p play usb,0
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,144,27,thread wishlist section forum ppl post nitro request start last page collect bottom,0
ham,Where to get those?,19,4,get,0
ham,"I don't think I can get away for a trek that long with family in town, sorry",76,17,dont think get away trek long family town sorry,0
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,161,31,babe hope ok shit night sleep fell asleep iåõm knackered iåõm dreading work tonight thou upto tonight x,0
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",89,15,sorry ill call later meeting thing related trade please call arul ltgt,0
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,158,28,tried contact reply offer video handset anytime network min unlimited text camcorder reply call,1
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,34,4,cha quiteamuzing thatåõscool babe,0
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,121,21,got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,160,28,urgent trying contact u today draw show å£ prize guaranteed call land line claim valid hr,1
ham,"Hmm well, night night ",22,4,hmm well night night,0
ham,I didnt get anything da,23,5,didnt get anything da,0
ham,K..k...from tomorrow onwards started ah?,40,5,kkfrom tomorrow onwards started ah,0
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",82,14,speak feel word better silence gud mrng,0
ham,Meet after lunch la...,22,4,meet lunch la,0
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",158,28,shop till u drop either k k å£ cash å£ travel voucher call ntt po box cr bt fixedline cost ppm mobile vary,1
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,81,18,guess pub im im happy pig clover whatever saying,0
ham,"Usf I guess, might as well take 1 car",37,9,usf guess might well take car,0
ham,So when you gonna get rimac access ,35,7,gon na get rimac access,0
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",140,29,sea lay rock rock envelope envelope paper paper word,0
ham,What should i eat fo lunch senor,32,7,eat fo lunch senor,0
ham,Your daily text from me ÛÒ a favour this time,46,10,daily text ûò favour time,0
spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,142,26,dear subscriber ur draw å£ gift voucher b entered receipt correct an elvis presley birthday txt answer,1
ham,Hey what how about your project. Started aha da.,48,9,hey project started aha da,0
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,159,29,summer finally fancy chat flirt sexy single yr area get matched reply summer free join optout txt stop help,1
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,154,26,claire havin borin time alone u wan na cum nite chat hope c u luv claire xx callså£ minmoremobsemspobox po wa,1
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,210,43,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,0
ham,I WILL CAL YOU SIR. In meeting,30,7,cal sir meeting,0
ham,Have you not finished work yet or something?,44,8,finished work yet something,0
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,153,29,want anytime network min text new video phone five pound per week call reply delivery tomorrow,1
ham,"Yeah, give me a call if you've got a minute",43,10,yeah give call youve got minute,0
ham,Or Ì_ go buy wif him then i meet Ì_ later can?,46,12,ì go buy wif meet ì later,0
ham,Long beach lor. Expected... U having dinner now?,48,8,long beach lor expected u dinner,0
ham,Sorry. || mail? || ,19,4,sorry mail,0
ham,I can't make it tonight,23,5,cant make tonight,0
ham,"You aren't coming home between class, right? I need to work out and shower!",75,14,arent coming home class right need work shower,0
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",112,22,said gon na snow start around pm tonite predicting inch accumulation,0
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",183,36,wow youre right didnt mean guess gave boston men changed search location nyc something changed cuz signin page still say boston,0
ham,Yeah I'll try to scrounge something up,38,7,yeah ill try scrounge something,0
ham,Dont worry. I guess he's busy.,30,6,dont worry guess he busy,0
ham,Jus finish bathing...,21,3,jus finish bathing,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,157,27,urgent trying contact u today draw show å£ prize guaranteed call land line claim valid hr,1
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),132,24,getting touch folk waiting company txt back name age opt enjoy community psms,1
ham,Carry on not disturbing both of you,35,7,carry disturbing,0
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",65,14,wait know wesley town bet hella drug,0
ham,I have to take exam with march 3,32,8,take exam march,0
ham,Ok,2,1,ok,0
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",140,29,hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wc n xx,1
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",161,29,sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box bray wicklow eire quiz start saturday unsub stop,1
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,74,17,want kfc tuesday buy meal gravy mark,0
ham,Dont let studying stress you out. L8r.,38,7,dont let studying stress l r,0
ham,She's borderline but yeah whatever.,35,5,shes borderline yeah whatever,0
ham,Just sent it. So what type of food do you like?,47,11,sent type food like,0
ham,Ok enjoy . R u there in home.,29,8,ok enjoy r u home,0
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,147,33,buzzzz grin buzz as buzz chest buzz cock keep phone vibrator feel shake,0
ham,Ok anyway no need to change with what you said,46,10,ok anyway need change said,0
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,72,14,send email mind ltgt time per night,0
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",115,21,world suffers lot violence bad people silence good people,0
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",121,27,hey guy know breathing neck get bud anyway youd able get half track usf tonight,0
ham,What's up. Do you want me to come online?,41,9,whats want come online,0
ham,K... Must book a not huh? so going for yoga basic on sunday?,60,13,k must book huh going yoga basic sunday,0
ham,Ok... Help me ask if she's working tmr a not?,45,10,ok help ask shes working tmr,0
ham,Excellent! Are you ready to moan and scream in ecstasy?,55,10,excellent ready moan scream ecstasy,0
ham,Dear :-/ why you mood off. I cant drive so i brother to drive,61,14,dear mood cant drive brother drive,0
ham,"Yep, by the pretty sculpture",28,5,yep pretty sculpture,0
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",184,38,remember hurt day satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get,0
ham,"Ya ok, then had dinner?",23,5,ya ok dinner,0
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),156,27,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear,0
